organism_name	taxid	bioproject_accession	bioproject_id	group	subgroup	size_mb	gc	assembly_accession	replicons	wgs	scaffolds	genes	proteins	release_date	modify_date	status	center	biosample_accession
Pteronotus parnellii	59476	PRJNA209408	209408	Animals	Mammals	1960.32	40.8	GCA_000465405.1	NA	AWGZ01	177401	NA	NA	2013-09-06	2013-09-13	Scaffold	School of Biological & Chemical Sciences, Queen Mary University of London	SAMN02212709
Rhincodon typus	259920	PRJNA378405	378405	Animals	Fishes	2931.6	41.8	GCA_001642345.2	mitochondrion MT:NC_023455.1/KF679782.1	LVEK02	57334	24529	27896	2016-05-11	2017-03-03	Scaffold	NCBI	SAMN04562461
Propithecus coquereli	379532	PRJNA281642	281642	Animals	Mammals	2798.15	43.2	GCA_000956105.1	mitochondrion MT:NC_011053.1/AB286049.1	JZKE01	22539	22836	28194	2015-03-17	2015-03-23	Scaffold	NCBI	SAMN03121823
Eidolon helvum	77214	PRJNA209406	209406	Animals	Mammals	1837.75	39.2	GCA_000465285.1	NA	AWHC01	133538	NA	NA	2013-09-05	2013-09-13	Scaffold	School of Biological & Chemical Sciences, Queen Mary University of London	SAMN02212690
Megaderma lyra	9413	PRJNA209407	209407	Animals	Mammals	1735.93	40.3	GCA_000465345.1	NA	AWHB01	192872	NA	NA	2013-09-05	2013-09-14	Scaffold	School of Biological & Chemical Sciences, Queen Mary University of London	SAMN02212695
Hymenolepis microstoma	85433	PRJEB124	213813	Animals	Flatworms	182.137	37.6	GCA_000469805.2	NA	CBLW02	3643	9409	12371	2013-07-30	2015-11-12	Scaffold	WTSI	SAMEA2272183
Elaeophora elaphi	1147741	PRJEB502	226653	Animals	Roundworms	82.5683	31.8	GCA_000951195.1	NA	NA	8078	NA	NA	NA	NA	Scaffold	WTSI	SAMEA2586617
Mnemiopsis leidyi	27923	PRJNA64405	64405	Animals	Other Animals	155.866	39.1	GCA_000226015.1	NA	AGCP01	5100	NA	NA	2011-09-14	2014-08-06	Scaffold	National Human Genome Research Institute, National Institutes of Health	SAMN02953801
Maccullochella peelii	135761	PRJNA290988	290988	Animals	Fishes	633.241	NA	GCA_002120245.1	NA	LKNJ01	18198	NA	NA	2017-05-09	2017-05-09	Scaffold	Monash University Malaysia	SAMN03938494
Trichechus manatus latirostris	127582	PRJNA68243	68243	Animals	Mammals	3103.81	41.6	GCA_000243295.1	mitochondrion MT:NC_010302.1/AM904728.1	AHIN01	6323	22652	26315	2012-01-20	2015-04-20	Scaffold	Broad Institute	SAMN00632092
Ceratotherium simum simum	73337	PRJNA74583	74583	Animals	Mammals	2464.37	41.2	GCA_000283155.1	mitochondrion MT:NC_001808.1/Y07726.1	AKZM01	3087	25570	33629	2012-07-30	2013-11-01	Scaffold	Broad Institute	SAMN00778988
Angiostrongylus cantonensis	6313	PRJEB493	261570	Animals	Roundworms	253.243	41.7	GCA_000950995.1	NA	NA	18635	NA	NA	NA	NA	Scaffold	WTSI	SAMEA1529934
Lyrurus tetrix tetrix	162951	PRJNA179551	179551	Animals	Birds	657.025	40.9	GCA_000586395.1	NA	JDSL01	971998	NA	NA	2014-03-08	2014-03-08	Contig	Uppsala University	SAMN01814332
Amphilophus citrinellus	61819	PRJEB6974	259329	Animals	Fishes	844.903	41.4	GCA_000751415.1	NA	CCOE01	6637	NA	NA	2014-09-06	2014-09-06	Scaffold	UNIVERSITY OF KONSTANZ	SAMEA2698536
Anser cygnoides domesticus	381198	PRJNA290577	290577	Animals	Birds	1119.15	41.5001	GCA_000971095.1	mitochondrion MT:NC_023832.1/KJ124555.1	AOGC01	7593	20800	31811	2015-04-08	2015-05-07	Scaffold	NCBI	SAMN01830643
Trichuris muris	70415	PRJEB126	242666	Animals	Roundworms	84.4053	44.8	GCA_000612645.1	NA	CBXJ01	1683	NA	NA	2014-03-25	2015-01-30	Scaffold	WTSI	SAMEA3138969
Egretta garzetta	188379	PRJNA253831	253831	Animals	Birds	1206.5	42.5	GCA_000687185.1	mitochondrion MT:NC_023981.1/KJ192197.1	JJRC01	11791	14431	15934	2014-04-29	2016-11-17	Scaffold	NCBI	SAMN02596466
Equus przewalskii	9798	PRJNA253941	253941	Animals	Mammals	2395.95	41.3	GCA_000696695.1	mitochondrion MT:NC_024030.1/AP013094.1	ATBW01	53097	26953	38416	2014-05-30	2014-06-05	Scaffold	NCBI	SAMN02808398
Tyto alba	56313	PRJNA263629	263629	Animals	Birds	1120.14	40.2	GCA_000687205.1	NA	JJRD01	62122	13995	14896	2014-04-30	2016-11-17	Scaffold	NCBI	SAMN02339894
Phoenicopterus ruber ruber	9218	PRJNA212904	212904	Animals	Birds	1132.18	41.9	GCA_000687265.1	NA	JJRE01	76189	12601	12142	2014-04-30	2016-11-17	Scaffold	BGI	SAMN02339890
Phaethon lepturus	97097	PRJNA265998	265998	Animals	Birds	1152.96	41.5	GCA_000687285.1	NA	JJRF01	66785	15174	16216	2014-04-30	2016-11-17	Scaffold	NCBI	SAMN02339888
Pelecanus crispus	36300	PRJNA253833	253833	Animals	Birds	1160.92	41.4	GCA_000687375.1	NA	JJRG01	63982	15382	16298	2014-05-01	2016-11-17	Scaffold	NCBI	SAMN02339887
Cavia aperea	37548	PRJNA212237	212237	Animals	Mammals	2716.4	42.2	GCA_000688575.1	NA	AVPZ01	3131	NA	NA	2014-01-21	2014-01-23	Scaffold	Leibniz Institute for Zoo and Wildlife research	SAMN02252454
Cariama cristata	54380	PRJNA263623	263623	Animals	Birds	1132.25	41.2	GCA_000690535.1	NA	JJRQ01	53474	15124	16125	2014-05-05	2016-11-17	Scaffold	NCBI	SAMN02318733
Colius striatus	57412	PRJNA265879	265879	Animals	Birds	1075.93	40.9	GCA_000690715.1	NA	JJRP01	70188	15009	15797	2014-05-05	2016-11-17	Scaffold	NCBI	SAMN02324230
Eurypyga helias	54383	PRJNA265393	265393	Animals	Birds	1088.02	42.3	GCA_000690775.1	NA	JJRO01	62699	14812	15656	2014-05-05	2016-11-17	Scaffold	NCBI	SAMN02324546
Fulmarus glacialis	30455	PRJNA261828	261828	Animals	Birds	1141.4	41.2	GCA_000690835.1	NA	JJRN01	57389	15228	16240	2014-05-03	2016-11-17	Scaffold	NCBI	SAMN02324803
Haliaeetus albicilla	8969	PRJNA263514	263514	Animals	Birds	1133.55	40.9	GCA_000691405.1	NA	JJRL01	50905	15162	19224	2014-05-02	2016-11-17	Scaffold	NCBI	SAMN02333670
Merops nubicus	57421	PRJNA253837	253837	Animals	Birds	1062.96	41.7	GCA_000691845.1	NA	JJRJ01	53499	14658	15431	2014-05-01	2016-11-17	Scaffold	NCBI	SAMN02338310
Opisthocomus hoazin	30419	PRJNA263612	263612	Animals	Birds	1203.71	42.7	GCA_000692075.1	NA	JMFL01	10256	13615	14878	2014-05-13	2016-11-17	Scaffold	NCBI	SAMN02302474
Manacus vitellinus	328815	PRJNA341382	341382	Animals	Birds	1213.42	42.3	GCA_001715985.1	NA	MCBO01	15315	18472	26288	2016-08-29	2016-08-29	Scaffold	NCBI	SAMN02299332
Leptosomus discolor	188344	PRJNA263616	263616	Animals	Birds	1136.24	41.8	GCA_000691785.1	NA	JJRK01	57160	15300	16371	2014-05-02	2016-11-17	Scaffold	NCBI	SAMN02333687
Acanthisitta chloris	57068	PRJNA253841	253841	Animals	Birds	1035.88	41.6	GCA_000695815.1	NA	JJRS01	53875	15175	16077	2014-05-06	2016-11-17	Scaffold	NCBI	SAMN02318032
Aquila chrysaetos canadensis	216574	PRJNA277694	277694	Animals	Birds	1192.74	41.9001	GCA_000766835.1	mitochondrion MT:NC_024087.1/KF905228.1	JRUM01	1142	17520	31284	2014-10-12	2014-10-14	Scaffold	NCBI	SAMN03079786
Mesitornis unicolor	54374	PRJNA265381	265381	Animals	Birds	1087.29	41.3	GCA_000695765.1	NA	JJRI01	67520	15719	16646	2014-05-01	2016-11-17	Scaffold	NCBI	SAMN02339298
Corvus brachyrhynchos	85066	PRJNA253849	253849	Animals	Birds	1091.31	42	GCA_000691975.1	NA	JMFN01	10547	19146	29421	2014-05-13	2016-11-17	Scaffold	NCBI	SAMN02297499
Picoides pubescens	118200	PRJNA263502	263502	Animals	Birds	1167.32	44.6	GCA_000699005.1	NA	JJRU01	31254	14443	15826	2014-05-06	2016-11-17	Scaffold	NCBI	SAMN02314405
Calypte anna	9244	PRJNA253828	253828	Animals	Birds	1105.68	41.3	GCA_000699085.1	NA	JJRV01	54736	14812	16329	2014-05-06	2016-11-17	Scaffold	NCBI	SAMN02265252
Pterocles gutturalis	240206	PRJNA265368	265368	Animals	Birds	1069.32	41.4	GCA_000699245.1	NA	JMFR01	58607	14969	15872	2014-05-07	2016-11-17	Scaffold	NCBI	SAMN02339892
Antrostomus carolinensis	279965	PRJNA265383	265383	Animals	Birds	1119.68	40.8	GCA_000700745.1	NA	JMFU01	70122	15541	16463	2014-05-08	2016-11-17	Scaffold	NCBI	SAMN02318612
Aptenodytes forsteri	9233	PRJNA261081	261081	Animals	Birds	1254.35	42	GCA_000699145.1	NA	JMFQ01	10672	15366	19104	2014-05-07	2016-11-17	Scaffold	NCBI	SAMN02596600
Charadrius vociferus	50402	PRJNA263452	263452	Animals	Birds	1219.86	42	GCA_000708025.2	NA	JMFX02	15167	14731	16428	2014-05-09	2016-11-17	Scaffold	NCBI	SAMN02296710
Apaloderma vittatum	57397	PRJNA263608	263608	Animals	Birds	1070.84	41.4	GCA_000703405.1	NA	JMFV01	54728	14490	15288	2014-05-08	2016-11-17	Scaffold	NCBI	SAMN02318033
Cuculus canorus	55661	PRJNA263299	263299	Animals	Birds	1153.89	41.7	GCA_000709325.1	NA	JNOX01	14930	15045	16796	2014-06-12	2016-11-17	Scaffold	NCBI	SAMN02298149
Phalacrocorax carbo	9209	PRJNA261839	261839	Animals	Birds	1138.97	41.3	GCA_000708925.1	NA	JMFI01	64312	14501	15339	2014-05-12	2016-11-17	Scaffold	NCBI	SAMN02339889
Tauraco erythrolophus	121530	PRJNA265115	265115	Animals	Birds	1155.54	41.6	GCA_000709365.1	NA	JNOY01	59587	15059	16054	2014-06-12	2016-11-17	Scaffold	NCBI	SAMN02339893
Tinamus guttatus	94827	PRJNA265201	265201	Animals	Birds	1047.06	41.5	GCA_000705375.2	NA	JMFW02	82514	16739	17873	2014-05-08	2016-11-17	Scaffold	NCBI	SAMN02316659
Buceros rhinoceros silvestris	175836	PRJNA266010	266010	Animals	Birds	1065.78	42.6	GCA_000710305.1	NA	JMFK01	62257	14483	15510	2014-06-02	2016-11-17	Scaffold	NCBI	SAMN02318191
Globodera pallida	36090	PRJEB123	248573	Animals	Roundworms	123.625	38.7	GCA_000724045.1	NA	CBXT01	6873	NA	NA	2014-05-25	2015-01-30	Scaffold	WTSI	SAMEA3139060
Opisthorchis viverrini	6198	PRJNA259756	259756	Animals	Flatworms	620.453	44.2	GCA_000715545.1	NA	JACJ01	42216	16356	16356	2014-06-27	2014-09-12	Scaffold	NCBI	SAMN00996407
Haliaeetus leucocephalus	52644	PRJNA269279	269279	Animals	Birds	1178.41	41.8	GCA_000737465.1	NA	JPRR01	1023	15817	25265	2014-08-04	2014-08-04	Scaffold	NCBI	SAMN02664716
Nestor notabilis	176057	PRJNA264990	264990	Animals	Birds	1053.56	41.1	GCA_000696875.1	NA	JJRH01	42180	14860	15873	2014-05-01	2016-11-17	Scaffold	NCBI	SAMN02339299
Papilio polytes	76194	PRJDB2954	274168	Animals	Insects	227.021	34.499	GCA_000836215.1	mitochondrion MT:NC_024742.1/KM014701.1	BBJD01	3874	13314	16633	2015-01-30	2015-01-30	Scaffold	Tokyo Institute of Technology	SAMD00018697
Chaetura pelagica	8897	PRJNA264987	264987	Animals	Birds	1119.19	41.6	GCA_000747805.1	NA	AVOS01	19072	14343	15942	2014-09-04	2016-11-17	Scaffold	NCBI	SAMN03018471
Heliconius pachinus	33428	PRJEB8011	288364	Animals	Insects	279.265	35.4	GCA_900068735.1	NA	FASS01	277083	NA	NA	2015-11-29	2015-11-29	Scaffold	CAM	SAMEA3670565
Heliconius hecale felix	1109109	PRJEB8011	288364	Animals	Insects	78.5306	31.6	GCA_001486065.1	NA	FAPG01	32723	NA	NA	2015-11-29	2015-11-29	Scaffold	CAM	SAMEA1919272
Pseudodiploria strigosa	1428006	PRJEB6871	257057	Animals	Other Animals	167.154	41.1	GCA_000751095.1	NA	CCMS01	253028	NA	NA	2014-09-06	2014-09-06	Contig	Institute of Genetics	SAMEA2673257
Meloidogyne floridensis	298350	PRJEB6016	247947	Animals	Roundworms	96.6731	30	GCA_000751915.1	NA	CCDZ01	58696	NA	NA	2014-06-11	2014-06-11	Scaffold	BANG	SAMEA2521450
Parascaris univalens	6257	PRJNA386823	386823	Animals	Roundworms	242.743	38.8	GCA_002259215.1	NA	NINM01	484	NA	NA	2017-08-18	2017-08-18	Scaffold	University of Colorado School of Medicine	SAMN07135490
Giraffa camelopardalis tippelskirchi	439328	PRJNA313910	313910	Animals	Mammals	2705.07	41.4	GCA_001651235.1	NA	LVKQ01	513177	NA	NA	2016-05-20	2016-06-07	Scaffold	Pennsylvania State University	SAMN04526126
Capra aegagrus	9923	PRJNA261263	261263	Animals	Mammals	2828.87	42.4124	GCA_000978405.1	chromosome 1:CM003214.1; chromosome 2:CM003215.1; chromosome 3:CM003216.1; chromosome 4:CM003217.1; chromosome 5:CM003218.1; chromosome 6:CM003219.1; chromosome 7:CM003220.1; chromosome 8:CM003221.1; chromosome 9:CM003222.1; chromosome 10:CM003223.1; chromosome 11:CM003225.1; chromosome 12:CM003226.1; chromosome 13:CM003227.1; chromosome 14:CM003228.1; chromosome 15:CM003229.1; chromosome 16:CM003230.1; chromosome 17:CM003231.1; chromosome 18:CM003232.1; chromosome 19:CM003233.1; chromosome 20:CM003234.1; chromosome 21:CM003235.1; chromosome 22:CM003236.1; chromosome 23:CM003237.1; chromosome 24:CM003238.1; chromosome 25:CM003239.1; chromosome 26:CM003240.1; chromosome 27:CM003241.1; chromosome 28:CM003242.1; chromosome 29:CM003243.1; chromosome X:CM003224.1; chromosome Y:CM003213.1	JXYW01	89498	NA	NA	2015-04-21	2015-04-24	Chromosome	BGI	SAMN03282421
Mus caroli	10089	PRJEB14895	360714	Animals	Mammals	2553.13	42.6193	GCA_900094665.2	chromosome 1:NC_034570.1/LT608242.1; chromosome 2:NC_034571.1/LT608244.1; chromosome 3:NC_034572.1/LT608232.1; chromosome 4:NC_034573.1/LT608246.1; chromosome 5:NC_034574.1/LT608240.1; chromosome 6:NC_034575.1/LT608245.1; chromosome 7:NC_034576.1/LT608243.1; chromosome 8:NC_034577.1/LT608237.1; chromosome 9:NC_034578.1/LT608231.1; chromosome 10:NC_034579.1/LT608233.1; chromosome 11:NC_034580.1/LT608241.1; chromosome 12:NC_034581.1/LT608234.1; chromosome 13:NC_034582.1/LT608247.1; chromosome 14:NC_034583.1/LT608238.1; chromosome 15:NC_034584.1/LT608239.1; chromosome 16:NC_034585.1/LT608236.1; chromosome 17:NC_034586.1/LT608229.1; chromosome 18:NC_034587.1/LT608235.1; chromosome 19:NC_034588.1/LT608248.1; chromosome X:NC_034589.1/LT608230.1; mitochondrion MT:NC_025268.1/KJ530558.1	FMAL02	3163	28755	37588	2017-01-10	2017-04-26	Chromosome	EBI	SAMEA3367631
Dicrocoelium dendriticum	57078	PRJEB3954	261619	Animals	Flatworms	547.921	43.7	GCA_000950715.1	NA	NA	478538	NA	NA	NA	NA	Scaffold	WTSI	SAMEA2009450
Chlamydotis macqueenii	187382	PRJNA266006	266006	Animals	Birds	1086.57	41.1	GCA_000695195.1	NA	JMFJ01	59693	14765	15683	2014-05-12	2016-11-17	Scaffold	NCBI	SAMN02324157
Cyprinodon nevadensis pectoralis	69242	PRJNA254053	254053	Animals	Fishes	1011.85	39	GCA_000776015.1	NA	JSUU01	96516	NA	NA	2014-11-13	2014-11-13	Scaffold	University of Colorado, Boulder	SAMN03072616
Piezodorus guildinii	437484	PRJNA263369	263369	Animals	Insects	3.17985	36.5	GCA_000786065.1	NA	JTEQ01	1932	NA	NA	2014-11-21	2014-11-21	Scaffold	LSUAgcenter	SAMN03099748
Trichinella nelsoni	6336	PRJNA257433	257433	Animals	Roundworms	47.436	33.6	GCA_001447455.1	NA	JYDL01	2969	13229	17008	2015-11-24	2016-03-08	Scaffold	University of Melbourne	SAMN02949482
Trichinella nativa	6335	PRJNA257433	257433	Animals	Roundworms	47.9332	33.6	GCA_001447565.1	NA	JYDW01	4443	13545	17293	2015-11-24	2016-03-08	Scaffold	University of Melbourne	SAMN02949468
Periophthalmus magnuspinnatus	409849	PRJNA232435	232435	Animals	Fishes	701.697	40	GCA_000787105.1	NA	JACL01	26060	NA	NA	2014-11-25	2014-12-03	Scaffold	BGI-shenzhen	SAMN03201694
Periophthalmodon schlosseri	1365757	PRJNA232436	232436	Animals	Fishes	679.761	40.2	GCA_000787095.1	NA	JACM01	46662	NA	NA	2014-11-25	2014-12-03	Scaffold	BGI-Shenzhen	SAMN03201695
Chironomus tentans	7153	PRJEB1888	266396	Animals	Insects	213.463	33.8	GCA_000786525.1	NA	CBTT01	26025	NA	NA	2014-11-04	2015-01-30	Scaffold	SciLifeLab	SAMEA3158483
Trichinella britovi	45882	PRJNA257433	257433	Animals	Roundworms	51.5048	33.8	GCA_001447585.1	NA	JYDI01	7991	16058	20907	2015-11-24	2016-03-08	Scaffold	University of Melbourne	SAMN02949469
Trichinella zimbabwensis	268475	PRJNA257433	257433	Animals	Roundworms	50.7951	32.9	GCA_001447665.1	NA	JYDP01	10839	14764	19269	2015-11-24	2016-03-08	Scaffold	University of Melbourne	SAMN02949506
Trichinella papuae	268474	PRJNA257433	257433	Animals	Roundworms	46.8445	32.7	GCA_001447755.1	NA	JYDO01	2542	11837	16247	2015-11-24	2016-03-08	Scaffold	University of Melbourne	SAMN02949504
Caenorhabditis tropicalis	1561998	PRJNA53597	53597	Animals	Roundworms	79.3214	38.1	GCA_000186765.1	NA	AEKS01	665	NA	NA	2011-01-19	2014-08-06	Scaffold	The Genome Center,  Washington University School of Medicine, St Louis, MO	SAMN02953784
Trichinella murrelli	144512	PRJNA296806	296806	Animals	Roundworms	64.7232	33.8959	GCA_002221485.1	chromosome 1:CM008133.1; chromosome 2:CM008134.1; chromosome X:CM008135.1	LKDY01	510	NA	NA	2017-07-19	2017-08-09	Chromosome	USDA-ARS	SAMN04105283
Pseudopleuronectes yokohamae	245875	PRJDB3259	268070	Animals	Fishes	547.831	42	GCA_000787555.1	NA	BBOV01	525502	NA	NA	2014-11-21	2015-08-25	Contig	Tohoku university	SAMD00021058
Fopius arisanus	64838	PRJNA274979	274979	Animals	Insects	153.632	39.4	GCA_000806365.1	NA	JRKH01	1042	11779	18906	2014-12-19	2014-12-23	Scaffold	NCBI	SAMN03083650
Heliconius ismenius	33427	PRJEB8011	288364	Animals	Insects	259.837	31.9	GCA_001485965.1	NA	FAPP01	160084	NA	NA	2015-11-29	2015-11-29	Scaffold	CAM	SAMEA3670537
Dactylopius coccus	765876	PRJNA244295	244295	Animals	Insects	18.6131	58.1	GCA_000833685.1	NA	JMCM01	1499	NA	NA	2015-02-09	2015-02-09	Contig	Harvard University	SAMN02726234
Sarcoptes scabiei	52283	PRJNA268368	268368	Animals	Other Animals	56.2624	33.2966	GCA_000828355.1	mitochondrion MT:CM003133.1	JXLN01	18860	10686	10486	2015-01-26	2015-11-16	Scaffold	Wright State University	SAMN03218485
Papilio glaucus	45779	PRJNA270125	270125	Animals	Insects	374.816	34.1	GCA_000931545.1	NA	JWHW01	60470	NA	NA	2015-02-23	2015-02-23	Scaffold	UT Southwestern Medical Center	SAMN03263079
Oscheius sp. MCB	1523172	PRJNA275059	275059	Animals	Roundworms	38.3213	42.7	GCA_000934875.1	NA	JYHL01	11377	NA	NA	2015-02-26	2015-02-26	Contig	University of the Witwatersrand	SAMN03339017
Vollenhovia emeryi	411798	PRJDB3517	275948	Animals	Insects	287.901	42.6	GCA_000949405.1	NA	BBUO01	13258	15715	26071	2015-03-03	2015-03-03	Scaffold	Okinawa Institute of Science and Technology	SAMD00026325
Bombyx huttoni	998830	PRJNA198873	198873	Animals	Insects	450.339	37.5	GCA_002197625.1	NA	ASCI01	672913	NA	NA	2017-06-19	2017-06-19	Scaffold	Harvard University	SAMN02058603
Nanorana parkeri	125878	PRJNA344660	344660	Animals	Amphibians	2053.87	42.7	GCA_000935625.1	mitochondrion MT:NC_026789.1/KP317482.1	JYOU01	25188	21171	24758	2015-03-02	2015-03-02	Scaffold	NCBI	SAMN02720813
Strongyloides papillosus	174720	PRJEB525	261598	Animals	Roundworms	60.448	25.6	GCA_000936265.1	NA	NA	4703	NA	NA	NA	NA	Scaffold	WTSI	SAMEA1034738
Syphacia muris	451379	PRJEB524	261597	Animals	Roundworms	99.0933	31	GCA_000939275.1	NA	NA	3879	NA	NA	NA	NA	Scaffold	WTSI	SAMEA1984309
Parastrongyloides trichosuri	131310	PRJEB515	261588	Animals	Roundworms	42.487	28.4	GCA_000941615.1	NA	NA	1810	NA	NA	NA	NA	Scaffold	WTSI	SAMEA1034754
Rhabditophanes sp. KR3021	114890	PRJEB1297	261618	Animals	Roundworms	47.2679	32.1	GCA_000944355.1	NA	NA	471	NA	NA	NA	NA	Scaffold	WTSI	SAMEA1709039
Marmota marmota marmota	9994	PRJEB8272	274843	Animals	Mammals	2510.59	40.2	GCA_001458135.1	NA	CZRN01	14543	27711	31750	2015-11-06	2015-11-06	Scaffold	MRC NATIONAL INSTITUTE FOR MEDICAL RESEARCH	SAMEA3214822
Brugia timori	42155	PRJEB4663	261625	Animals	Roundworms	64.9307	30.4	GCA_000950975.1	NA	NA	23963	NA	NA	NA	NA	Scaffold	WTSI	SAMEA2160788
Cylicostephanus goldi	71465	PRJEB498	261574	Animals	Roundworms	173.362	40.7	GCA_000951155.1	NA	NA	154509	NA	NA	NA	NA	Scaffold	WTSI	SAMEA1484843
Gongylonema pulchrum	637853	PRJEB505	261580	Animals	Roundworms	322.334	42	GCA_000951235.1	NA	NA	128401	NA	NA	NA	NA	Scaffold	WTSI	SAMEA1484838
Hymenolepis nana	102285	PRJEB508	261582	Animals	Flatworms	162.944	37.2	GCA_000951275.1	NA	NA	16212	NA	NA	NA	NA	Scaffold	WTSI	SAMEA1034746
Haemonchus placei	6290	PRJEB509	261583	Animals	Roundworms	259.126	43.1	GCA_000951295.1	NA	NA	24923	NA	NA	NA	NA	Scaffold	WTSI	SAMEA1034759
Mesocestoides corti	53468	PRJEB510	261584	Animals	Flatworms	117.182	41.9	GCA_000951315.1	NA	NA	7068	NA	NA	NA	NA	Scaffold	WTSI	SAMEA1484839
Parascaris equorum	6256	PRJEB514	261587	Animals	Roundworms	185.377	41	GCA_000951375.1	NA	NA	60399	NA	NA	NA	NA	Scaffold	WTSI	SAMEA1484842
Soboliphyme baturini	241478	PRJEB516	261589	Animals	Roundworms	218.333	41.7	GCA_000951395.1	NA	NA	22336	NA	NA	NA	NA	Scaffold	WTSI	SAMEA1484840
Schistosoma curassoni	6186	PRJEB519	261592	Animals	Flatworms	344.202	34.6	GCA_000951415.1	NA	NA	60140	NA	NA	NA	NA	Scaffold	WTSI	SAMEA1981063
Schistosoma margrebowiei	48269	PRJEB522	261595	Animals	Flatworms	367.397	34.4	GCA_000951435.1	NA	NA	23355	NA	NA	NA	NA	Scaffold	WTSI	SAMEA1984307
Schistosoma mattheei	31246	PRJEB523	261596	Animals	Flatworms	340.818	34.8	GCA_000951455.1	NA	NA	62061	NA	NA	NA	NA	Scaffold	WTSI	SAMEA1034772
Schistosoma rodhaini	6188	PRJEB526	261599	Animals	Flatworms	343.294	35.1	GCA_000951475.1	NA	NA	42069	NA	NA	NA	NA	Scaffold	WTSI	SAMEA1979799
Schistocephalus solidus	70667	PRJEB527	261600	Animals	Flatworms	539.425	43.3	GCA_000951495.1	NA	NA	56778	NA	NA	NA	NA	Scaffold	WTSI	SAMEA1484844
Mandrillus leucophaeus	9568	PRJNA279492	279492	Animals	Mammals	3061.99	41.6	GCA_000951045.1	NA	JYKQ01	12821	27823	38336	2015-03-11	2015-03-12	Scaffold	NCBI	SAMN03121813
Colobus angolensis palliatus	336983	PRJNA279495	279495	Animals	Mammals	2970.12	41.6	GCA_000951035.1	NA	JYKR01	13124	27816	38656	2015-03-11	2015-03-12	Scaffold	NCBI	SAMN03121814
Heligmosomoides polygyrus bakeri	375939	PRJEB15396	343297	Animals	Roundworms	696.954	NA	GCA_900096555.1	NA	FMJQ01	23647	NA	NA	2016-09-18	2016-09-18	Scaffold	BANG	SAMEA4436913
Echinostoma caproni	27848	PRJEB1207	261617	Animals	Flatworms	834.556	43.1	GCA_000950555.1	NA	NA	86083	NA	NA	NA	NA	Scaffold	WTSI	SAMEA1034762
Protopolystoma xenopodis	117903	PRJEB1201	261611	Animals	Flatworms	617.345	38.2	GCA_000950455.1	NA	NA	316398	NA	NA	NA	NA	Scaffold	WTSI	SAMEA1034761
Phormia regina	7380	PRJNA338752	338752	Animals	Insects	549.933	26.2	GCA_001735545.1	NA	MINK01	192460	NA	NA	2016-09-19	2016-11-02	Scaffold	Indiana University-Purdue University Indianapolis (IUPUI)	SAMN05567884
Wasmannia auropunctata	64793	PRJDB3443	274755	Animals	Insects	324.12	39.9	GCA_000956235.1	NA	BBSV01	77788	15103	24085	2015-02-05	2015-02-05	Scaffold	Okinawa Institute of Science and Technology	SAMD00024919
Anopheles punctulatus	30068	PRJNA248827	248827	Animals	Insects	146.157	45.3	GCA_000956255.1	NA	JXXA01	20774	NA	NA	2015-03-19	2015-03-19	Contig	Cleveland Clinic Foundation	SAMN02803809
Anopheles koliensis	30065	PRJNA248827	248827	Animals	Insects	151.11	45.1	GCA_000956275.1	NA	JXXB01	41925	NA	NA	2015-03-19	2015-03-19	Contig	Cleveland Clinic Foundation	SAMN02803811
Manis javanica	9974	PRJNA335369	335369	Animals	Mammals	2547.4	41.5	GCA_001685135.1	mitochondrion MT:NC_026781.1/KP306515.1	JSZB01	80670	25268	41843	2016-07-14	2016-07-14	Scaffold	NCBI	SAMN02935387
Monomorium pharaonis	307658	PRJDB3164	262022	Animals	Insects	257.977	36.6	GCA_000980195.3	NA	BBSX02	12136	13356	22476	2015-02-06	2015-05-30	Scaffold	Ecology and Evolution Unit at the Okinawa Institute of Science and Technology	SAMD00020277
